Cava,Puntuació,id,Municipi,id_cava
Galichet RémyFrança (champagne),15.63,44705,,1899
"Lovera, CantinaItàlia",15.63,63508,,4830
Antica QuerciaItàlia,15.62,44672,,2705
DesjardinFrança (champagne),15.61,31938,,1770
"Chardonnet, et FilsFrança (champagne)",15.61,27145,,6700
"Fourrier, EtienneFrança (champagne)",15.6,19878,,5456
Domaine de MuzyFrança (mousseux),15.6,133457,,6730
"Couche, VincentFrança (champagne)",15.6,149871,,5721
Valmarino & ChurchillBrasil,15.6,136648,,6836
Incitador - E,15.6,243878,-,8968
Buecher Jean-Claude .França (mousseux),15.6,215500,,5620
BianchiSuïssa,15.6,155185,,7390
"Pelham, Of HenriCanadà",15.6,25096,,3698
Villa ScerimanItàlia,15.6,4229,,3232
Tanzanite WinesSud-àfrica,15.6,91547,,6130
GrafAlemanya,15.6,103540,,5854
BoursonFrança (champagne),15.6,12224,,1525
Corte AllegraItàlia,15.6,150018,,7224
BambergerAlemanya,15.6,157081,,7429
Allouchery - DeguerneFrança (champagne),15.59,74108,,3823
"Jonot, ChristianFrança (champagne)",15.59,38750,,2059
RaclotFrança (champagne),15.58,19341,,2444
PicamelotFrança (mousseux),15.58,46919,,1028
"Harlin, HenriFrança (champagne)",15.58,97218,,6886
SilvestriItàlia,15.58,117242,,4235
Hénin-DelouvinFrança (champagne),15.55,30414,,4346
"Renard, LéonieFrança (champagne)",15.54,53270,,4150
La BandinaItàlia,15.52,34037,,2960
Losi GiuseppeItàlia,15.52,15261,,2991
HubertFrança (champagne),15.51,144754,,6475
MuscadorFrança (mousseux),15.5,163601,,6970
MingazziniItàlia,15.47,3435,,3025
SalatinItàlia,15.46,36120,,3121
LamblotFrança (champagne),15.45,69184,,6786
Banrock StationAustràlia,15.45,25875,,1137
BoilleauFrança (champagne),15.44,63141,,1488
De Nardi FerruccioItàlia,15.43,14965,,2875
OgerFrança (champagne),15.42,7554,,3904
Il DossoItàlia,15.4,51174,,2954
"Pointillart, et FilsFrança (champagne)",15.38,78928,,4952
"Renet, Jean GuyFrança (champagne)",15.38,35028,,3850
Baillet - JauroyonFrança (champagne),15.38,62213,,1406
ValentinFrança (champagne),15.37,185146,,2605
"Savès, CamilleFrança (champagne)",15.37,71260,-,5029
FirriatoItàlia,15.36,128962,,6023
De L'ArgentaineFrança (champagne),15.35,8357,,1731
VesselyFrança (champagne),15.35,42571,,2640
Baillette-PrudhommeFrança (champagne),15.35,51940,,3517
VelenosiItàlia,15.34,39574,,4134
Valton-Huet G.França (champagne),15.34,27011,,2608
De Kleine S.Holanda,15.33,42503,,5780
Forget - FavereauxFrança (champagne),15.31,22666,,4283
Heinrich NäglerAlemanya,15.3,12942,,1210
"Moreau, MichelFrança (champagne)",15.3,57321,,2285
Lejeune - DelhozanneFrança (champagne),15.3,71664,,4823
Foureur - MarquetFrança (champagne),15.3,59975,,1874
"Benard, RolandFrança (champagne)",15.29,26016,,1452
Lasnier - HuysFrança (champagne),15.28,67378,,2105
Ca' RovereItàlia,15.27,83775,,5281
Royal ProvenceFrança (mousseux),15.27,167291,,1039
Sorelle CasaItàlia,15.27,95415,,5387
Bovière - PerinetFrança (champagne),15.27,38463,,3796
"Guerin, EmmanuelFrança (champagne)",15.27,40288,,4173
VogaItàlia,15.25,48548,,4405
GenèriquesItàlia,15.24,226917,,8399
CamiatFrança (champagne),15.24,512,,1575
"Belin, GérardFrança (champagne)",15.23,64687,,3846
Robinard - MarsaultFrança (champagne),15.23,76937,,5024
SchlesserFrança (champagne),15.22,32053,,2535
Faniel & FilsFrança (champagne),15.22,227837,,6064
WinterlingAlemanya,15.22,145670,,7111
SperoneItàlia,15.22,21036,,3158
NortonArgentina,15.22,8898,,1261
Le MarlungheItàlia,15.21,15204,,2981
Ca' BolaniItàlia,15.2,14718,,2774
Didier et FilsFrança (champagne),15.2,88536,,5372
Faniel J. et FilsFrança (champagne),15.2,114666,,8850
Chateau d'AllamanSuïssa,15.2,64097,,4834
BalmainFrança (champagne),15.2,10604,,1412
Freixenet ArgentinaArgentina,15.2,15709,,3313
Bodega PrivadaArgentina,15.2,112443,,6060
Martin - CattarinFrança (champagne),15.2,6090,,4164
Cellier de RevignyFrança (mousseux),15.2,84149,,8902
TrutinFrança (champagne),15.2,30911,,2596
"Vatel, BernardFrança (champagne)",15.2,69679,,7016
SartoriItàlia,15.19,73547,,3135
Chevaliers de MalteFrança (mousseux),15.19,9291,,7299
João Teodósio Matos Barbosa & FilhosPortugal,15.19,120651,,6256
Sella & MoscaItàlia,15.19,178220,,7918
MoviaEslovènia,15.19,15994,,3589
Saint MoritzFrança (champagne),15.19,42898,,2522
Hautbois-MissaFrança (champagne),15.19,10383,,8249
Cavas ReyterArgentina,15.19,7427,,1128
FelsengartenAlemanya,15.19,153703,,7374
"Bauer, RobertAlemanya",15.19,4599,,1177
"Jacquesson, MichelFrança (champagne)",15.19,11528,,5345
Casa da TojeiraPortugal,15.19,59953,,1336
Goreti,15.19,224036,CORBERA D'EBRE,8525
Prevoteau - RouyerFrança (champagne),15.19,67605,,4873
Bulgari WineryRepública de Moldàvia,15.19,193197,,8204
Mi PiaceRepública de Moldàvia,15.19,148009,,7752
J. Segura,15.19,4661,-,606
"Mahé, FrançoisFrança (champagne)",15.19,17049,,3691
"Dangin, PatriceFrança (champagne)",15.18,26431,,3963
"Cez, BrunoFrança (champagne)",15.18,59417,,3686
Castle BrookRegne Unit,15.18,174672,,7843
BurlotFrança (champagne),15.16,53073,,1566
De Rekeneire - PetitFrança (champagne),15.14,134235,,6757
Hennequin B.França (champagne),15.14,60830,,3631
HungarovinHongria,15.14,21314,,1317
LynfredEstats Units d'Amèrica,15.14,129635,,6082
Mazzi e TasselliItàlia,15.13,26464,,3014
"Choppin, MauriceFrança (champagne)",15.07,53937,,3918
Grup Colección Parches,15.06,194103,,8208
"Guyon, P.França (champagne)",15.04,97779,,4658
Facchin AntonioItàlia,15.04,215486,,7104
Marteaux - GuyardFrança (champagne),15.04,76894,,2229
Casata MonfortItàlia,15.03,181573,,2813
"Coutelas, DavidFrança (champagne)",15.02,9931,,3950
VautierFrança (champagne),15.0,26482,,2621
Two OceansSud-àfrica,15.0,54282,,4577
"Vasse, FelixAustràlia",14.99,5217,,1160
"Royer, GerardFrança (mousseux)",14.99,54299,,4594
CalvetArgentina,14.99,7310,,1129
GaribaldiBrasil,14.97,132504,,6732
GhirlandaItàlia,14.95,15104,,2929
Bouquin DupontFrança (champagne),14.94,77101,,1517
Darnac Gérard et FilsFrança (champagne),14.91,52891,,1698
Lasseaux Philippe et FilsFrança (champagne),14.91,77908,,2107
"Walczak, PascalFrança (champagne)",14.88,112466,,4280
Gut NagelsförstAlemanya,14.88,62313,,1209
"Moreau, RenéFrança (champagne)",14.87,53020,,3518
Delong GuyFrança (champagne),14.87,138022,,1738
ThiebaultFrança (champagne),14.86,64678,,2574
Louis Van't Hooghof.Bèlgica,14.85,215491,,2607
BellaguardiaItàlia,14.83,83714,,5215
SauskaHongria,14.83,202276,,8299
RosselloItàlia,14.83,11002,,3107
Pirules de HolandaHolanda,14.83,111628,,6042
"Michez, ClaudeFrança (champagne)",14.83,66685,,4775
Vatel Jean-MarcFrança (champagne),14.82,71891,,2618
Caillez - LemaireFrança (champagne),14.81,91402,,4773
RosiezFrança (champagne),14.8,18033,,2498
MenuFrança (champagne),14.8,59468,,2252
"Cheurlin, L.S.França (champagne)",14.8,114048,,4609
Mérat - TalonFrança (champagne),14.79,118077,,6201
Sélèque Jean-MarcFrança (champagne),14.79,215739,,7792
Leon LeroiFrança (mousseux),14.79,44235,,1004
Niziolek C.França (champagne),14.79,141401,,6936
Aubry - BourdillatFrança (champagne),14.79,25244,,3830
Yarra BurnAustràlia,14.79,68749,,4966
PfeifferFrança (champagne),14.79,93865,,5631
StoffelFrança (mousseux),14.79,154207,,7356
"Suter, Bodega y ViñerosArgentina",14.79,7436,,807
Mas Oller,14.79,247668,-,9024
Frank JohnAlemanya,14.79,125064,,6361
LanzeracSud-àfrica,14.79,91075,,6410
AvezzaItàlia,14.79,85086,,5304
Azienda SconosciutaItàlia,14.79,213528,,8437
La Vigna de SarahItàlia,14.79,159077,,7464
Cave de ChautagneFrança (mousseux),14.79,141677,,6989
Colla PoderiItàlia,14.79,44676,,4311
Buvoli MarcoItàlia,14.79,153389,,7308
RullyFrança (mousseux),14.79,53438,,1040
SchönleberAlemanya,14.79,98874,,5661
ApogeeAustràlia,14.79,182398,,8252
Domaine Saint-JustFrança (mousseux),14.79,166399,,7639
"Lefébure, M. BayeFrança (champagne)",14.79,36051,,4041
"Mahé, Jean - JacquesFrança (champagne)",14.78,20959,,2196
Gerlier-PerthoisFrança (champagne),14.78,20844,,1922
"Dosne, RenéFrança (champagne)",14.75,70420,,5023
"Poittevin, GastonFrança (champagne)",14.74,95545,,2403
Canelli CCCItàlia,14.71,14781,,2788
"Lété, A.França (champagne)",14.71,70922,,4031
Lagrave - BoulogneFrança (champagne),14.7,68225,,4930
Charlier - BilliardFrança (champagne),14.69,84428,,3894
Harrow& HopeRegne Unit,14.67,11457,,7107
SaltareSud-àfrica,14.67,109868,,5999
TsililisGrècia,14.67,116512,,6452
"Champion, DanielFrança (champagne)",14.67,62181,,3889
"Hennequiere, MarcFrança (champagne)",14.62,39331,,3630
"Decotte, MichelFrança (champagne)",14.6,46026,,3557
Ruelle-PertoisFrança (champagne),14.58,210009,,7723
San Paolo Cant. Prod.Itàlia,14.58,76889,,5279
Guerre Pere & FilsFrança (champagne),14.58,31115,,1972
"Goulard, PierreFrança (champagne)",14.57,43774,,5603
Boutillez - GuerFrança (champagne),14.57,20884,,3870
Negro AngeloItàlia,14.56,2591,,3583
"Pienne, MichelFrança (champagne)",14.55,27528,,2383
Don LaurindoBrasil,14.54,71183,,5028
"Lang, HansAlemanya",14.54,51506,,4486
"Phlipaux, PierreFrança (champagne)",14.54,83037,,2379
Taps d'anella - Autonòmiques,14.54,144574,,7112
"Grandremy, AlainFrança (champagne)",14.53,34340,,3559
Torri PaoloItàlia,14.52,31681,,3189
Biondelli CantineItàlia,14.52,55287,,5729
Bodegas CicchittiArgentina,14.52,8899,,4385
"Pépin, A. et C.França (champagne)",14.51,28144,,2358
François Didier (Cormicy)França (champagne),14.51,30758,,4531
"Batillet, HuguesFrança (champagne)",14.51,115549,,6099
Genèriques - Regions / Les Départements FrançaisFrança (mousseux),14.5,223892,,3634
"Marest, PascalFrança (champagne)",14.48,51710,,4494
Cider/SidraAustràlia,14.48,148693,,7180
Frecciarossa TenutaItàlia,14.48,184144,,5277
PirulesEstats Units d'Amèrica,14.48,174671,,6974
ChaboudFrança (mousseux),14.48,13325,,934
"Savoye, JanickFrança (champagne)",14.48,67945,,2534
Domaine PapillonFrança (mousseux),14.46,84630,,6572
PithoisFrança (champagne),14.44,31516,,2392
RubaudFrança (champagne),14.44,136867,,5599
"Billard, GirardinFrança (champagne)",14.43,77093,,3853
SchweickertAlemanya,14.43,4590,,4287
"Phlipaux, AFrança (champagne)",14.43,53828,,4571
"Carre, SergeFrança (champagne)",14.43,1346,,3887
ManaraItàlia,14.42,128797,,2999
LibrandiItàlia,14.42,51176,,4459
Leclerc - DrouilletFrança (champagne),14.41,53138,,4402
"Clergeot, MichelFrança (champagne)",14.41,68263,,5548
Penet - ChardonnetFrança (champagne),14.41,99378,,5672
Waquelin - FauvetFrança (champagne),14.41,72794,,4447
"Henry, Jean-ClaudeFrança (champagne)",14.4,68186,,4901
Manera VitivinicolaItàlia,14.4,106153,,5944
De Saint LégerFrança (champagne),14.39,66981,,1762
JohannisbergerAlemanya,14.38,235115,,110
Lallement - MassonnotFrança (champagne),14.38,28850,,3651
Larnaudier-GadretFrança (champagne),14.38,77905,,5166
"Pommelet, ChristopheFrança (champagne)",14.38,78451,,7496
"Carreau, LionelFrança (champagne)",14.38,75209,,5126
Imperial CourtXina,14.38,4532,,1283
"Hendelot, M.B.França (champagne)",14.38,68180,,4900
No catalogadesXile,14.38,186873,,644
Mas dei ChiniItàlia,14.38,146485,,7143
Martinetti FrancoItàlia,14.38,29076,,3426
Chateau RubanEslovàquia,14.38,174428,,8877
Zudugarai - E,14.38,250207,Spain,9110
Renardat-FacheFrança (mousseux),14.38,144231,,9183
UppertonRegne Unit,14.38,151417,,7263
Château RoubineFrança (mousseux),14.38,160336,,7483
KorrellAlemanya,14.38,168983,,7718
Castello di NeiveItàlia,14.38,8834,,2822
Rocca Delle MacieItàlia,14.38,185781,,8097
"Mocquart, J.B.França (champagne)",14.38,61407,,4786
La MotteSud-àfrica,14.38,72434,,5052
Särtshöga VingardSuècia,14.38,174396,,7932
HemerenceFrança (champagne),14.38,74034,,5085
"Cepages, LesFrança (champagne)",14.38,53155,,5077
Domaines VrankenFrança (mousseux),14.38,224506,,4911
Le Lame PodereItàlia,14.38,69882,,5035
"Hartl, ToniÀustria",14.38,202285,,6121
ChandonBrasil,14.38,132509,,6680
Casella WinesAustràlia,14.38,67904,,4944
Gorgola,14.38,236100,Pontevedra,8840
LusvardiItàlia,14.38,73796,,5138
Antica Trattoria al DuomoItàlia,14.38,12711,,2706
Thames Valley VineyardRegne Unit,14.38,13137,,1310
TerrasolataItàlia,14.38,187257,,8039
"Terrien, J.F.França (champagne)",14.34,74303,,4822
Morel - Heucq J.França (champagne),14.34,12202,,2287
Gaillot MichelFrança (champagne),14.34,42585,,1898
"Fauvet, Père & FilsFrança (champagne)",14.33,17062,,4563
Moreau - BarreFrança (champagne),14.31,61652,,4229
"Coteaux, Six Charles HestonFrança (champagne)",14.27,82450,,5261
"Jorez, BertrandFrança (champagne)",14.26,59939,,2060
"Méteyer, Père et FilsFrança (champagne)",14.26,35744,,2259
RasseletFrança (champagne),14.25,75148,,2451
Vega Tolosa,14.25,240848,Casas Ibáñez,8916
WannerFrança (champagne),14.25,59600,,2670
Balugani RobertoItàlia,14.24,62485,,2723
Splendis - E,14.23,216901,Albacete,8355
"Guyot, GuillaumeFrança (champagne)",14.2,102239,,4366
Le MoretteItàlia,14.2,164678,,7579
"Gérard, CharlesFrança (champagne)",14.2,209843,,5578
Carre - GuebelsFrança (champagne),14.2,34856,,3886
Viard - LanierFrança (champagne),14.19,80155,,2642
Carafoli DomenicoItàlia,14.18,34534,,2801
Casa CecchinItàlia,14.18,92322,,6395
Apel WeingutAlemanya,14.18,173725,,7822
Buonamico TenutaItàlia,14.17,89230,,5514
HausbergerFrança (champagne),14.15,73048,,1991
Biard-LoyauxFrança (champagne),14.14,28343,,1469
"Alliot, VincentFrança (champagne)",14.13,68138,,3825
"Phelizot, MichelFrança (champagne)",14.13,60164,,2374
Grup Terra Catalana Josep Dinou,14.1,144339,,7122
Fresnet - BaudotFrança (champagne),14.09,28087,,1887
Picard Jean-PierreFrança (champagne),14.06,79127,,5243
Charles de FereFrança (mousseux),14.06,13327,,936
JägleAlemanya,14.04,67984,,4950
"Gonet, FrançoisFrança (champagne)",14.02,56427,,4181
GrillFrança (champagne),14.02,31108,,1962
Marchesi di MontaltoItàlia,14.01,153431,,7324
Caleffi CantinaItàlia,14.0,177481,,7586
"De Sloovere-Pienne, BrunoFrança (champagne)",14.0,12145,,1771
San GiovanniItàlia,14.0,15733,,5299
MoniotFrança (champagne),13.99,38734,,2276
Doudard - FontaineFrança (champagne),13.98,41187,,4195
CorbonFrança (champagne),13.98,157466,,1665
"Deheurles, DanielFrança (champagne)",13.98,82798,,1722
Prevost - RobertFrança (champagne),13.98,21997,,3774
Moigneau et FilsFrança (champagne),13.97,125646,,5491
Edmond de NollivacFrança (champagne),13.97,60950,,1826
GinkingRegne Unit,13.97,166049,,7616
PeckItàlia,13.97,11508,,3072
SöhnleinAlemanya,13.97,13046,,3348
Biutiful - M,13.97,248530,VALLADOLID,8993
HautemFrança (champagne),13.97,36520,,1993
Hoffmann & RathboneRegne Unit,13.97,96854,,5808
Hoch ChristophÀustria,13.97,159072,,8113
Cremant de SavoieFrança (mousseux),13.97,182525,,7990
Donna FugataItàlia,13.97,117684,,6190
E.M. MüllerÀustria,13.97,13071,,1166
Saenz BrionesArgentina,13.97,229106,,8474
Jardin des SensFrança (champagne),13.97,47561,,6865
Sabina Marin Canet - M,13.97,229395,BARCELONA,8797
Domaine VayssetteFrança (mousseux),13.97,211425,,2212
Quaquarini Az. Agr.Itàlia,13.97,111077,,6024
AtlantisRússia,13.97,109345,,7386
DezzaniItàlia,13.97,36136,,4063
Zum WohlAlemanya,13.97,13053,,4489
Demière - GasparottoFrança (champagne),13.97,15025,,4178
Immich-AnkerAlemanya,13.97,149553,,7222
Duchrow's SektkellereiAlemanya,13.97,107003,,6050
"Follador, RomoloItàlia",13.97,143606,,7049
ReuilFrança (champagne),13.97,28709,,2461
Mettosantin Az. AgricolaItàlia,13.97,136409,,6821
A MuerteSuïssa,13.97,224682,,7507
MonialFrança (champagne),13.96,54293,,5693
KintFrança (champagne),13.96,10599,,2068
D'OliveiraFrança (champagne),13.94,55731,,1791
CoizyFrança (champagne),13.94,16874,,1645
CugnetFrança (champagne),13.91,40667,,3954
Christian MadlÀustria,13.9,131390,,6643
Cescon ItaloItàlia,13.9,76559,,5148
Val d'AdigeItàlia,13.89,148761,,7185
Tre Secoli CantinaItàlia,13.88,84265,,5287
GuiboratFrança (champagne),13.87,15795,,5998
"Forget, MichelFrança (champagne)",13.83,79019,,4285
Leblond - MauchampFrança (champagne),13.82,34680,,2116
"Legras, PierreFrança (champagne)",13.8,174616,,5486
"Didier, JamesFrança (champagne)",13.78,32536,,1787
"Parmantier, MichelFrança (champagne)",13.77,52627,,4544
BarbarayFrança (champagne),13.74,46070,,1419
Cougnet - WeberFrança (champagne),13.73,78565,,4033
Malingre TruchonFrança (champagne),13.72,61665,,3371
Rocourt - PongnanFrança (champagne),13.7,28133,,2485
Corvée CantinaItàlia,13.69,231173,,8741
Trousset - GuillemartFrança (champagne),13.69,112710,,6067
"Dumont, PhilippeFrança (champagne)",13.69,70195,,4238
Avenay - Val d'OrFrança (champagne),13.68,177403,,8089
Robert - GervaisFrança (champagne),13.67,28899,,3711
Banchet-LegrasFrança (champagne),13.67,31792,,1413
Eden ParkFrança (champagne),13.65,10707,,3333
Leclère - TorrensFrança (champagne),13.65,43977,,3683
Cuchet-Cez FrançoisFrança (champagne),13.65,36628,,1686
PiovesanItàlia,13.64,167004,,7677
KouroumEgipte,13.6,47154,,5379
"Tapray, FrancisFrança (champagne)",13.59,69831,,3541
GruhierFrança (mousseux),13.58,65738,,6587
Domaine les Hautes TerresFrança (mousseux),13.58,224369,,6968
Cà d'OrItàlia,13.58,129634,,6586
Bénard LaurentFrança (champagne),13.58,236053,,4248
KirstenAlemanya,13.56,74848,,1200
"Bonin, AndréFrança (champagne)",13.56,39733,,1496
Marx - Coutelas & FilsFrança (champagne),13.55,124673,,6351
Santa Croce CantinaItàlia,13.55,27948,,3117
Domaine de l'EteFrança (mousseux),13.55,137930,,6891
IvisiItàlia,13.55,9096,,2959
Alde Gott Winzer eGAlemanya,13.55,169013,,7710
La  MancinaItàlia,13.55,142478,,7018
Finca Parera Celler - E,13.55,222675,Barcelona,8367
San José de ApaltaXile,13.55,136653,,8253
Maison des vins haute coutureFrança (mousseux),13.55,154760,,7375
Ruiz de CardenasItàlia,13.55,26524,,3113
U.V.C.B.França (champagne),13.55,65029,,4860
LamborghiniItàlia,13.55,147579,,7156
Ceja VineyardsEstats Units d'Amèrica,13.55,99358,,5668
Ca' del PoggioItàlia,13.55,141410,,7019
CentenariumPortugal,13.55,182780,,8238
ArdenghiItàlia,13.55,81139,,6698
"Dufour, RobertFrança (champagne)",13.55,30638,,1811
Frind Estate WineryCanadà,13.55,201070,,1683
BenoviaEstats Units d'Amèrica,13.55,212137,,8324
Alexandre MonmousseauFrança (mousseux),13.55,116525,,6163
Caves do FreixoPortugal,13.55,42786,,4253
Podere Alla QuerciaItàlia,13.55,201558,,8748
"Sant Maurin, RenéFrança (mousseux)",13.55,25502,,5510
"Robert, PhilippeFrança (champagne)",13.55,78179,,3713
Trichet PierreFrança (champagne),13.54,233197,,7164
"Vincent, Jean LucFrança (champagne)",13.54,73362,,5069
Caves Leuck-ThullLuxemburg,13.53,137589,,6873
QuantinetFrança (champagne),13.52,55584,,2441
"Tissier, J. M.França (champagne)",13.5,91736,,4046
MercuzotFrança (champagne),13.5,68165,,2256
"Grellet, CamilleFrança (champagne)",13.46,59456,,1959
Tissier - BernardFrança (champagne),13.46,34197,,4045
"Coutelas, DamienFrança (champagne)",13.46,102517,,5274
"Lepitre, J.C.França (champagne)",13.45,69661,,5170
Petitjean - LiégeFrança (champagne),13.44,70189,,3743
BourbonnoisFrança (champagne),13.42,77047,,1518
Cantina BonfadiniItàlia,13.42,218269,,8166
PrioreItàlia,13.42,121732,,4817
"Bijotat, BernardFrança (champagne)",13.41,166413,,3852
