Cava,Puntuació,id,Municipi,id_cava
DrouetFrança (champagne),19.13,16705,,1805
RoisinBèlgica,19.13,64886,,4846
Viña Fco. AguirreXile,19.13,163676,,3570
Van VolxemAlemanya,19.13,92454,,5708
Peña Cortada - M,19.13,212465,VALENCIA,8334
Domaine Schram & FilsLuxemburg,19.13,129667,,6617
Oliver ZeterAlemanya,19.13,131434,,6719
Breton - GaillardFrança (champagne),19.13,65939,,4876
Di RenzoItàlia,19.13,14975,,2880
HambledonRegne Unit,19.13,127249,,6491
Airlie BankAustràlia,19.13,188667,,8072
ScrimaglioItàlia,19.13,43411,,4264
Kir - YianniGrècia,19.13,115292,,6117
24,19.13,129723,-,7037
Augusta WineryEstats Units d'Amèrica,19.13,5490,,1086
"Girault, VincentFrança (mousseux)",19.13,75615,,5712
Roguet LucienFrança (champagne),19.13,74352,,2491
Bourdelat - EdmondFrança (champagne),19.11,65229,,1520
"Lassalle, MauriceFrança (champagne)",19.08,61336,,3662
"CIDE, Azienda VinicolaItàlia",19.05,148326,,3990
Gantois - LouvetFrança (champagne),19.05,57808,,4681
Janisson FranckFrança (champagne),19.04,24474,,3746
Boucher GillesFrança (champagne),19.04,59911,,9065
JarmanEstats Units d'Amèrica,19.04,74726,,7383
Dea RivaltaItàlia,19.0,79020,,4214
Sidra Mooma,19.0,241671,Fontclara /Palau-Sator,8967
Blanchard - PublierFrança (champagne),18.97,72051,,4701
BaroniFrança (champagne),18.96,28335,,1429
"Cheurlin, ThomasFrança (champagne)",18.96,124435,,5833
Lagille & FilsFrança (champagne),18.96,39926,,2082
Demière Audrey et JéromeFrança (champagne),18.94,89865,,8041
Divinja CantinaItàlia,18.92,62641,,4808
CheqFrança (champagne),18.91,114355,,1616
BollaItàlia,18.91,12892,,2755
QuenardelFrança (champagne),18.91,32258,,2443
Henri MaireFrança (mousseux),18.9,61255,,991
PréautFrança (champagne),18.88,10804,,2421
"Bonnet, JulesFrança (champagne)",18.88,36377,,3715
Gaillard JeromeFrança (champagne),18.88,79159,,4375
Millet EsquerreFrança (champagne),18.87,10699,,3255
ChâtelainFrança (champagne),18.85,70912,,1610
LaurentiFrança (champagne),18.81,97519,,5785
"Boulard, RolandFrança (champagne)",18.8,13532,,3792
Quinta do FerroPortugal,18.79,19322,,3337
"Perrin, AndréFrança (champagne)",18.79,36521,,3914
"Bourmault, LucFrança (champagne)",18.78,26053,,1524
SparrFrança (mousseux),18.77,35154,,1044
Bourdaire - MassonnotFrança (champagne),18.77,49387,,1519
"Niceron, HervéFrança (champagne)",18.76,43469,,4162
La RocchettaItàlia,18.76,4507,,2971
"Chanau, PierreFrança (mousseux)",18.75,177809,,7526
AccariesFrança (champagne),18.75,34572,,1370
Deguerne & FilsFrança (champagne),18.75,29945,,1720
"Marc, DidierFrança (champagne)",18.75,44276,,4292
Charles du RoyFrança (champagne),18.74,14513,,1599
Kolonne/NullAlemanya,18.74,220226,,6347
Famille Graffard-ChampliauFrança (mousseux),18.74,225624,,3162
Scanavino PoderiItàlia,18.74,10956,,3086
Perez Barquero S.A. - E,18.74,228081,MONTILLA,8423
GlorieuxFrança (champagne),18.74,28843,,1934
GoudiniSud-àfrica,18.74,40867,,4470
TomasellaItàlia,18.74,44627,,4302
Magnotta WineryCanadà,18.73,74402,,1269
MoreauxFrança (champagne),18.73,19685,,2286
FiniItàlia,18.73,15042,,2904
Madonna Delle VittorieItàlia,18.71,153429,,5638
PailletteFrança (champagne),18.71,35918,,2334
DeltettoItàlia,18.66,29109,,3417
"Brun, RenéFrança (champagne)",18.66,31695,,3515
TherreyFrança (champagne),18.62,115160,,5412
Colinas de S. LourençoPortugal,18.62,120654,,6253
KohlerFrança (champagne),18.62,28848,,2071
"Robert, FrèresFrança (champagne)",18.56,49157,,3706
"Godmé, HuguesFrança (champagne)",18.54,149459,,7151
LoridosPortugal,18.53,6008,,3923
GerbauxFrança (champagne),18.53,16806,,1921
CorteauraItàlia,18.52,148446,,5637
BuitenverwachtingSud-àfrica,18.51,5152,,1245
"Rodez, ThierryFrança (champagne)",18.5,31542,,4153
Duval - PretrotFrança (champagne),18.48,31557,,4892
"Mangin, BernardFrança (champagne)",18.45,10537,,4243
Mazzolino TenutaItàlia,18.44,14338,,3998
Marli tefke wald oyFinlàndia,18.44,34319,,788
GonelFrança (champagne),18.44,7259,,1942
Chris de Fragamoura - E,18.43,118987,-,6268
Baradon - MichaudetFrança (champagne),18.42,32468,,1417
"Fresne, GabrielFrança (champagne)",18.41,26241,,6074
Germar - BretonFrança (champagne),18.4,63083,,4816
Caillez - GrosjeanFrança (champagne),18.4,67980,,3883
RustenbergSud-àfrica,18.4,5131,,1252
VautrelleFrança (champagne),18.39,27979,,2623
Morton Estate WinesNova Zelanda,18.38,36610,,1332
Clover Hill VineyardAustràlia,18.38,100581,,6298
Chateau VincentHongria,18.38,3651,,4525
"Lecomte, BernardFrança (champagne)",18.38,11552,,4587
DoyardFrança (champagne),18.37,18036,,5249
Tanneux - MahyFrança (champagne),18.37,75315,,2564
Rigot et FilsFrança (champagne),18.37,28561,,3766
"Bouvet, GuyFrança (champagne)",18.37,44493,,4298
I Vignaioli Di Santo StefanoItàlia,18.37,2594,,1739
"Filaine, AlexandreFrança (champagne)",18.36,128646,,6548
MorgnyFrança (champagne),18.36,26403,,2289
San Michele All'AdigeItàlia,18.36,16823,,3579
Ballabio AngeloItàlia,18.36,148828,,5344
PadthawayAustràlia,18.36,5209,,6340
"Montreaux, DomaineEstats Units d'Amèrica",18.36,5509,,1109
TreveriEstats Units d'Amèrica,18.36,142695,,7022
Lesne - ThierryFrança (champagne),18.36,58353,,4636
Chateau de BioulBèlgica,18.36,174121,,1660
Casa do CantoPortugal,18.36,227721,,8418
Sirromet WinesAustràlia,18.36,39799,,4234
Yarrabank VineyardAustràlia,18.36,5214,,1162
Court GardenRegne Unit,18.36,144992,,6935
PlozzaItàlia,18.36,128517,,6545
Familia Conesa - E,18.36,213585,EL BONILLO,8369
Domaine Fernand EngelFrança (mousseux),18.36,72135,,5555
Muller - CatoirAlemanya,18.36,74626,,5376
Caves RiesLuxemburg,18.36,139169,,6911
"Chidaine, FrançoisFrança (mousseux)",18.36,142636,,7035
ClairFrança (mousseux),18.36,13367,,947
PoggiobelloItàlia,18.36,71618,,5032
Bodegas Martinez Saez - E,18.36,213584,-,8337
Copenhagen WineryDinamarca,18.36,181962,,7994
BaudotFrança (champagne),18.36,23102,,1438
Lejeune P. et F.França (champagne),18.33,22772,,6937
TemplárskéRepública Txeca,18.32,68987,,6089
"Marquises, LesFrança (champagne)",18.32,28786,,2227
No catalogadesDesconegut,18.31,141928,,4407
Gratiot - DelugnyFrança (champagne),18.3,11890,,1957
ChardonnierFrança (champagne),18.26,32808,,3535
Tornay B.França (champagne),18.24,42342,,4340
"Pirie, AndrewAustràlia",18.23,5222,,5099
Ettore GermanoItàlia,18.21,85090,,5303
EndrizziItàlia,18.2,112831,,6066
ThiercelinFrança (champagne),18.19,47991,,4382
FevreFrança (champagne),18.18,26488,,1855
Gaudinat- BoivinFrança (champagne),18.18,30470,,5333
"Oudard, FrancoisFrança (champagne)",18.16,58490,,4613
DambronFrança (champagne),18.15,42635,,1695
Giubertoni CantineItàlia,18.14,53948,,2933
SinefinisEslovènia,18.14,155184,,6375
Masone CampogallianoItàlia,18.12,42258,,3581
"Rondeau, DidierFrança (champagne)",18.12,40426,,4155
Ponsart - BrochetFrança (champagne),18.11,66468,,2407
Rigot - CaillezFrança (champagne),18.1,12404,,3767
MoinierFrança (champagne),18.1,32201,,2274
AbavasLetònia,18.07,154408,,7372
BerthelotFrança (champagne),18.0,20659,,1463
Progetti di ViniItàlia,17.99,84624,,5296
"Boyer, L. et F.França (champagne)",17.98,17820,,3873
HungarserktHongria,17.97,55101,,4608
BjanaEslovènia,17.97,155186,,7391
AlexandreFrança (champagne),17.97,34895,,3817
Bourgeois - DiazFrança (champagne),17.97,55859,,4780
"Mondavi, RobertEstats Units d'Amèrica",17.97,5524,,1107
"Gobillard, PaulFrança (champagne)",17.97,52913,,6801
"Leclercq, D.França (champagne)",17.97,11550,,2122
OC WinesXile,17.97,132502,,1968
PommeletFrança (champagne),17.97,14312,,2404
Brovida CordaraItàlia,17.97,24847,,3406
MacariEstats Units d'Amèrica,17.97,123945,,6519
"Charpentier, J.P.França (champagne)",17.97,41381,,5475
Kalin CellarsEstats Units d'Amèrica,17.97,5560,,1105
Piona Azienda Agr.Itàlia,17.97,84076,,5294
Wine Of Fire - M,17.97,138107,Segorbe,7056
Elesko WinesEslovàquia,17.97,97745,,6131
"Denis, Père et FilsFrança (champagne)",17.97,58772,,4708
Les Celliers de MeknèsMarroc,17.97,41051,,4222
RatzenbergerAlemanya,17.97,108907,,5983
Jorba Batlló - M (FBE),17.96,193635,Castelldefels,8205
"Lourdeaux, Jean-LouisFrança (champagne)",17.95,68245,,3685
Le BertoleItàlia,17.93,97391,,5630
"Petit, Jean-ClaudeFrança (champagne)",17.92,95659,,4260
Deguise MauriceFrança (champagne),17.92,61633,,1721
"Rouyer, PhilippeFrança (champagne)",17.91,65322,,4159
"Pernet, StéphaneFrança (champagne)",17.9,65790,,3945
"Mignon, PhilippeFrança (champagne)",17.88,78196,,3640
Mass BianchetItàlia,17.88,82212,,4997
Vezzoli UgoItàlia,17.88,51132,,3212
QuatresolsFrança (champagne),17.84,17965,,2442
DesruetsFrança (champagne),17.84,66945,,1775
"Dumangin, J. & FilsFrança (champagne)",17.83,17058,,3974
Lagille P. et F.França (champagne),17.79,17081,,8148
"Pessenet, DidierFrança (champagne)",17.78,67256,,4908
"Vichet, Eric i JeromeFrança (mousseux)",17.77,90697,,7105
Bression - SalmonFrança (champagne),17.77,43456,,1538
Westport RiversEstats Units d'Amèrica,17.76,8405,,1120
Fantesini CantinaItàlia,17.76,34520,,2891
"Sohet, GeorgesFrança (champagne)",17.76,57347,,4667
LamotteFrança (champagne),17.75,28852,,3475
D'Emilia CantineItàlia,17.74,14954,,2867
Carpene' ClaraItàlia,17.74,36123,,2805
"Cavaillès, AlainFrança (mousseux)",17.73,111196,,6030
Furleigh EstateRegne Unit,17.73,189609,,5752
"Sonnet, JacquesFrança (champagne)",17.73,68439,,2555
Villa KrimUcraïna,17.73,198024,,8245
Santa Maria La PalmaItàlia,17.68,151380,,6740
Il CaselloItàlia,17.68,25779,,2951
"Louvet, YvesFrança (champagne)",17.68,49795,,2189
Crouttes Sur MarneFrança (champagne),17.67,53927,,3955
"Tixier, GuyFrança (champagne)",17.66,64510,,4042
BarovilleFrança (champagne),17.66,176598,,1430
LequeuxFrança (champagne),17.65,21333,,2157
ClossonFrança (champagne),17.64,11556,,1638
Marquis de la TourFrança (mousseux),17.63,57615,,1013
Ste Chapelle VineryEstats Units d'Amèrica,17.63,9717,,1114
"Dubois, PierreFrança (champagne)",17.61,23973,,5096
Gavioli Az. AgricolaItàlia,17.61,27569,,2924
"Masson, YvesFrança (champagne)",17.6,33434,,2239
Thomas - HattéFrança (champagne),17.6,91100,,6789
Schloss SommerhausenAlemanya,17.6,12984,,1224
Guillette - BrestFrança (champagne),17.59,14538,,1977
ThillFrança (champagne),17.59,8497,,2576
Maillart M.França (champagne),17.58,35852,,7793
BouchezFrança (champagne),17.58,8356,,1510
Lévéque - DehanFrança (champagne),17.58,110120,,6011
"Boisset, Jean-CharlesFrança (mousseux)",17.58,97773,,5640
SilverthornSud-àfrica,17.58,72436,,5053
SquerryesRegne Unit,17.58,112786,,6104
San Martino ViniItàlia,17.58,225807,,8412
Sigillo del VescovadoItàlia,17.58,20753,,3149
Sidónio de SousaPortugal,17.58,227780,,8414
Braghi F.LliItàlia,17.58,28479,,2769
Lecart BousseletFrança (champagne),17.58,86097,,5315
"Marniquet, J.P.França (champagne)",17.57,10546,,2222
Scuola Enologica ConeglianoItàlia,17.56,4660,,3139
"Mougin, LaurentFrança (champagne)",17.56,28667,,2296
EPCFrança (champagne),17.55,242766,,4787
Cal Tusac Vinya,17.5,225558,VILAFRANCA DEL PENEDES,8234
"Mignon, ChristopheFrança (champagne)",17.49,109977,,3638
Comte de MontperthuisFrança (champagne),17.48,59097,,1654
"Leloir, ChristianFrança (champagne)",17.48,23359,,2147
BaudouinFrança (champagne),17.45,118561,,6206
Mas Clavel,17.45,226794,VILASSAR DE MAR,8780
"Doré, GérardFrança (champagne)",17.43,65306,,4350
Estancia - MendozaArgentina,17.43,107093,,4893
Pernice TenutaItàlia,17.43,4170,,3171
Zilly AugustoItàlia,17.4,28224,,3241
Arcari E. Danesi Az. Agr.Itàlia,17.38,127010,,6150
"Sutto, Azienda VinicolaItàlia",17.37,62931,,5791
"Vincent, B.França (champagne)",17.34,14537,,2654
"Baroni, BrigitteFrança (champagne)",17.34,43955,,4856
Pointillart - GrandFrança (champagne),17.34,8640,,4953
WackerbarthAlemanya,17.33,51510,,4488
Campreciós - M,17.33,246486,-,8992
Lecourt FabriceFrança (champagne),17.33,53143,,2126
Oinoe Soc. Agr.Itàlia,17.32,122686,,6297
BosserFrança (champagne),17.31,70818,,1504
"Favier, HubertFrança (champagne)",17.3,32773,,1849
"Fourrier, PhilippeFrança (champagne)",17.28,134756,,1878
"Diligent, André et FilsFrança (champagne)",17.27,57204,,1789
No catalogadesBèlgica,17.22,216993,,620
Rockford WinesAustràlia,17.22,5221,,1155
Labbé ChrístopheFrança (champagne),17.21,69145,,7854
"Falmet,  NathalieFrança (champagne)",17.21,85888,,5318
BellavederItàlia,17.21,101367,,5034
D'ErvideiraPortugal,17.21,40367,,4462
"Bertrand, BrunoFrança (champagne)",17.21,84834,,5564
"Menetrier, PhilippeFrança (champagne)",17.2,29022,,2250
PrincierFrança (champagne),17.2,27519,,2432
Simon - DevauxFrança (champagne),17.2,29053,,2551
"Arnoult, François P.França (champagne)",17.19,12236,,3778
Benziger Family WineryEstats Units d'Amèrica,17.19,5486,,1089
"Moutardier, PhilippeFrança (champagne)",17.19,224404,,2300
"Couvreur, AlainFrança (champagne)",17.19,80093,,3953
CellagrandeItàlia,17.19,30309,,3413
"Remy, G.França (champagne)",17.19,9737,,4147
DomnoBrasil,17.19,89123,,5476
Allee BleueSud-àfrica,17.19,74270,,5101
Reant et FilsFrança (champagne),17.19,60652,,4766
Fenaut - BaillyFrança (champagne),17.19,70188,,5020
Roger de Barberan,17.19,17902,SANT SADURNI D'ANOIA,4993
GratiauxFrança (champagne),17.19,32192,,1955
Jeff KonsbrückLuxemburg,17.19,131389,,6644
GeiselAlemanya,17.19,12931,,1192
Elemart-RobionFrança (champagne),17.19,196812,,8229
RaimesRegne Unit,17.19,142861,,7033
"Brochet, FredericFrança (mousseux)",17.19,81130,,5354
"Legras, DominiqueFrança (champagne)",17.19,87558,,5352
ShumrinkaRússia,17.19,239287,,8882
Clos Espriu - M,17.19,254020,SANT MARTIN DE SARROCA,9165
Bodega San TelmoArgentina,17.19,7425,,1127
VeritasRomania,17.19,5603,,1355
LinderhofAlemanya,17.19,55834,,4482
Brest - GillFrança (champagne),17.18,32815,,1540
Petit - GeoffroyFrança (champagne),17.17,73859,,2373
Royal SeysselFrança (mousseux),17.16,83888,,4731
"Legrand, FrèresFrança (champagne)",17.12,60596,,3667
GiustiItàlia,17.11,137860,,6884
Vigna DorataItàlia,17.11,153505,,7346
Milet - GovinFrança (champagne),17.1,83937,,2267
"Pierlot, SergeFrança (champagne)",17.1,57617,,2384
Lacroix - TriaulaireFrança (champagne),17.09,21554,,4054
SacyFrança (champagne),17.09,32748,,3545
"Clément, J.França (champagne)",17.04,17936,,3921
"Morel, Jean-PaulFrança (champagne)",17.01,27813,,4231
PirulesEquador,17.01,147625,,7162
MatysákEslovàquia,16.99,119468,,6707
Viña Condal,16.98,141375,,8534
Grup Aimants Imanes Imants Magnets,16.98,197185,,8243
Campagnola RenzoItàlia,16.98,8831,,2784
"Lourdeaux, DidierFrança (champagne)",16.97,10534,,2188
"Potaufeux, HubertFrança (champagne)",16.97,66551,,4772
"Soutiran, PatrickFrança (champagne)",16.97,35591,,5513
"Faivre, RobertFrança (champagne)",16.96,217753,,4533
"Gaudinat, J.P.França (champagne)",16.95,81300,,1910
FrézierFrança (champagne),16.95,28090,,1888
Groote PostSud-àfrica,16.94,59163,,4734
Jamart E. & CºFrança (champagne),16.94,18725,,2045
TauxièresFrança (champagne),16.94,49869,,2567
Rizzi Az. AgrItàlia,16.94,71820,,5042
CordeuilFrança (champagne),16.92,11564,,1666
Taps de Rosca - Autonòmiques - Sidra,16.91,139958,,8292
Mas Fi,16.91,123439,,8581
Poret - JanyFrança (champagne),16.91,14313,,2409
BourdonnayeFrança (champagne),16.9,23815,,1522
Perrot Batteux et FillesFrança (champagne),16.89,239784,,8016
"Boland, J.M.França (champagne)",16.88,33401,,1491
PrinFrança (champagne),16.88,11991,,2429
MaineFrança (champagne),16.87,38999,,2200
DomiFrança (champagne),16.84,65376,,5422
Martin - GlodFrança (champagne),16.82,80896,,5223
"Adam, LionelFrança (champagne)",16.82,33607,,3815
KayraTurquia,16.82,59187,,4421
Le FranzineItàlia,16.81,15203,,2979
De StefaniItàlia,16.8,44679,,3994
RenouardFrança (mousseux),16.8,63402,,6577
Squealing PigNova Zelanda,16.8,182690,,8003
Soumah ValleyAustràlia,16.8,186905,,8251
Colli Euganei Vitic. RiunitiItàlia,16.8,14923,,2843
Immich BatteriebergAlemanya,16.8,109838,,6907
Baron de Ley - E,16.8,253132,CAMINO VIEJO DE OYÓN A LOGROÑO 26,9147
Due PalmeItàlia,16.8,143105,,7034
Triebe HubertusAlemanya,16.8,174387,,7841
Cantina di SoaveItàlia,16.8,158865,,7486
Dieu DonneSud-àfrica,16.8,60282,,4758
"Brest, Père & FilsFrança (mousseux)",16.8,67917,,4929
Cave de Lugny SainchargnyFrança (mousseux),16.8,217538,,4390
Monge - GranonFrança (mousseux),16.8,154242,,7360
"Launay, Jean-FrançoisFrança (champagne)",16.8,30465,,7188
Kloster EinsiedelnSuïssa,16.8,212108,,6283
Mignon et PierrelFrança (champagne),16.77,33437,,2264
"Jardin, RenéFrança (champagne)",16.75,29550,,2047
"Isselee, EricFrança (champagne)",16.73,70092,,5018
Hugueno -TassinFrança (champagne),16.7,47205,,5431
Guizzo Casa VinicolaItàlia,16.69,35359,,2946
"Barbet, PhilippeFrança (champagne)",16.67,42065,,1422
PflegerAlemanya,16.67,44027,,4467
WeltevredeSud-àfrica,16.66,54406,,4337
Molinelli CantineItàlia,16.65,28230,,3030
CerdonFrança (mousseux),16.61,44488,,4769
Dorigati F.LliItàlia,16.6,38916,,2882
"Bougy, FrancisFrança (champagne)",16.59,42787,,3790
"Hü, JeanFrança (champagne)",16.58,29616,,3837
"Chauvet, AFrança (champagne)",16.58,23776,,4616
"Benoit, LionelFrança (champagne)",16.58,57189,,4671
VignenoteItàlia,16.57,79192,,5239
Goussard et DauphinFrança (champagne),16.56,45325,,5772
IssacFrança (champagne),16.56,62652,,2034
Terraquilia CantinaItàlia,16.56,80656,,5240
"Diot, JeanFrança (champagne)",16.56,83115,,4619
Demay - Dehu FilsFrança (champagne),16.56,10628,,1747
Fruitière de PupillinFrança (mousseux),16.56,75358,,4747
Klein ConstantiaSud-àfrica,16.55,133752,,6744
VerdelliItàlia,16.54,30067,,3209
Piffer FamigliaItàlia,16.54,150548,,7234
"Henry, GérardFrança (champagne)",16.53,18450,,3983
"Hazart, C. et D.França (champagne)",16.52,10385,,1996
Glad AmberXina,16.51,28180,,6330
Marguet-BonneraveFrança (champagne),16.51,10540,,8051
"Maitre, EricFrança (champagne)",16.5,62344,,5572
Schmit FohlLuxemburg,16.5,45380,,5520
Tour d'ArgentFrança (champagne),16.5,91741,,2583
"Janisson, ChristopheFrança (champagne)",16.49,33081,,3748
La Costaiola TenutaItàlia,16.49,38369,,4208
Prat YvelineFrança (champagne),16.48,19674,,2420
"Liébart, G. et FilsFrança (champagne)",16.47,8436,,4654
"Girault, DidierFrança (champagne)",16.45,66641,,1931
"Fallet, Jean LucFrança (champagne)",16.45,65870,,4567
LaetitiaEstats Units d'Amèrica,16.45,56820,,4663
Casalini AndreaItàlia,16.45,18112,,2811
Domaine du LandreauFrança (mousseux),16.44,18823,,976
DenimeFrança (champagne),16.43,52809,,1755
"Vrayet, JamesFrança (champagne)",16.43,20628,,4038
Caferro Az. Agr.Itàlia,16.42,115178,,6154
MarchisioItàlia,16.42,84841,,5301
"Bauer, AntonÀustria",16.42,124566,,6335
Descotes (DLV)França (champagne),16.42,30516,,1769
TournantFrança (champagne),16.41,28745,,2585
Maso PoliItàlia,16.4,139004,LAVIS,6931
BruneauxFrança (champagne),16.4,20697,,1558
CarpinetiItàlia,16.4,117914,,6456
Vignerons de ManceyFrança (mousseux),16.4,100368,,6579
Famiglia ZanlorenziBrasil,16.4,157874,,7438
Mitchell HarrisAustràlia,16.4,108502,,6871
Domaine Vticole de la Ville de ColmarFrança (mousseux),16.4,107974,,6535
De GrendelSud-àfrica,16.4,59188,,4737
Quinta do BagoPortugal,16.4,5292,,1350
CruzPortugal,16.4,221620,,6660
ZamboniniItàlia,16.4,33486,,3239
"Guyot, B.França (champagne)",16.4,17072,,4365
La Cueva del Americano - E,16.4,243879,Briones,8994
Champaña MendozaArgentina,16.4,3125,,756
Weis NikAlemanya,16.4,205949,,8155
Domaine GrierFrança (mousseux),16.4,104879,,6581
Harkamp WeingutÀustria,16.4,119520,,6714
Varichon et ClercFrança (mousseux),16.4,21076,,1054
"Defrance, JacquesFrança (champagne)",16.39,47160,,1717
Prior LucasPortugal,16.37,200293,,6766
PierlantFrança (mousseux),16.37,9298,,1027
"Castelnuovo del Garda, CantinaItàlia",16.36,142069,,7004
"Gabriel, PaginFrança (champagne)",16.35,28456,,2332
40,16.35,249611,LAGUARDIA,9136
PirulesSuècia,16.3,85843,,7167
Don Gerard Peñalver - M,16.28,163499,Castelldefels,7538
"Cheurlin, Arnaud deFrança (champagne)",16.27,52606,,1620
Pertois - LebrunFrança (champagne),16.27,132478,,6676
"Moussy, JackyFrança (champagne)",16.25,9813,,2298
Casa RomaItàlia,16.25,48678,,5382
Fattoria FelsinaItàlia,16.24,114723,,5671
Cider/SidraCanadà,16.2,129673,,5019
Grup Rajoles Col·lecció Catalanes,16.19,234441,,8872
Balthassar RessAlemanya,16.17,167192,,6051
BoutillatFrança (champagne),16.17,25653,,1526
"Massin, D.França (champagne)",16.16,8389,,4059
"Genèriques - ""Monuments - Edificis - Castells""França (champagne)",16.16,200892,,9021
Derouillat - FranquetFrança (champagne),16.15,28835,,5545
SendronFrança (champagne),16.15,23415,,2542
ServeauxFrança (champagne),16.12,39580,,2548
HumblotFrança (champagne),16.12,99562,,5677
BacchusKazakhstan,16.12,132873,,6690
Schwach François et FilsFrança (mousseux),16.12,163602,,6532
HungariaHongria,16.11,188670,,8073
Ricciuti John-CarlesFrança (champagne),16.11,67567,,9201
Grimet-LagaucheFrança (champagne),16.1,31109,,1963
Societe Vin. de CharreyFrança (mousseux),16.1,73528,,5696
AvondaleSud-àfrica,16.1,98153,,4922
MinardFrança (champagne),16.09,64335,,2268
"Vautrain, MarcelFrança (champagne)",16.09,58980,,2622
Deidda CantinaItàlia,16.09,29110,,3416
Vautrain - PerrinFrança (champagne),16.08,81239,,3801
CotnariRomania,16.08,147884,,7751
PoirotFrança (champagne),16.07,34386,,2400
Brunet StéphaneFrança (champagne),16.07,83039,,1559
"Brassart, AFrança (champagne)",16.07,82431,,1534
La Riva dei FratiItàlia,16.05,15168,,2970
"Orban, FrancisFrança (champagne)",16.05,70256,,4710
"Oppmann, J.Alemanya",16.05,133431,,1212
Monte SalineItàlia,16.04,76558,,5147
"Loriot, FrancineFrança (champagne)",16.04,36176,,4029
"Liébart, MichelFrança (champagne)",16.03,29000,,4653
Stephane et filsFrança (champagne),16.03,56543,,4628
"Deheurles, MarcelFrança (champagne)",16.03,117343,,3965
Delabruyère BenoitFrança (champagne),16.03,16297,,1725
Jacquinot et FilsFrança (champagne),16.03,64622,,4946
CieckItàlia,16.02,38795,,2831
MilazzoItàlia,16.02,3210,,3582
"Hardy, M & SFrança (champagne)",16.02,123308,,3635
"Gaillard, JoseFrança (champagne)",16.01,73150,,1897
Nomine RenardFrança (champagne),16.01,128889,,7275
Breton J. et S.França (champagne),16.01,70824,,6133
GodméFrança (champagne),16.01,67799,,1940
CivardiItàlia,16.01,8049,,2834
Labbé PascalFrança (champagne),16.01,51613,,7778
OrsolaniItàlia,16.0,10952,,3058
Braconnier-DenauxFrança (champagne),16.0,43954,,2015
C. CaesarHongria,16.0,26316,,4526
Il Pendio Az. Agra.Itàlia,16.0,100320,,5746
Sombert - LecartFrança (champagne),16.0,107796,,5435
"Duchene, FrançoisFrança (champagne)",16.0,67049,,4910
RonfiniItàlia,16.0,90214,,5797
LeviiItàlia,16.0,194927,,8213
Gatta NicolaItàlia,16.0,213745,,6883
Ranchos de OntiverosEstats Units d'Amèrica,16.0,217209,,3584
Braghieri FratelliItàlia,16.0,3143,,2770
SelborneRegne Unit,16.0,217206,,6136
La Boscaiola Az. Agr.Itàlia,16.0,161600,,7627
Busi JacobsohnRegne Unit,16.0,200928,,7251
Simmonet-FebvreFrança (mousseux),16.0,143523,,7042
Ludwig KnollAlemanya,16.0,227887,Sant Sadurní d'Anoia,6062
Ville d'ArfantaItàlia,16.0,201559,,1696
Schloss FelsÀustria,16.0,188649,,8070
Pt. Leo EstateAustràlia,16.0,224336,,3066
Villa MarcelloItàlia,16.0,165754,,7602
ZareaRomania,16.0,219967,,3271
SteinbruckFrança (champagne),16.0,62573,,4809
Tsinandali EstateGeòrgia,16.0,214429,,4764
"Faucheret, GuyFrança (champagne)",16.0,19176,,3643
Rupert A.Sud-àfrica,15.99,124650,,6344
Mossi LuigiItàlia,15.97,8539,,3046
"Bergeronneau, PhilippeFrança (champagne)",15.94,13244,,6608
Ariel VineyardsEstats Units d'Amèrica,15.93,5494,,1085
AssierFrança (champagne),15.93,52515,,1390
RatFrança (champagne),15.92,17912,,2452
Domaine SlapsakEslovènia,15.91,115694,,6127
Constantia UitsigSud-àfrica,15.9,62065,,4802
MératFrança (champagne),15.9,8812,,2253
FacchettiItàlia,15.9,164897,,7587
GeisweilerFrança (mousseux),15.9,72269,,5026
Renoir VincentFrança (champagne),15.88,228169,,2460
"Brocard, PierreFrança (champagne)",15.88,20698,,4936
GlavierFrança (champagne),15.87,28989,,1933
Château ConstellationSuïssa,15.86,167165,,7685
"Marina, D.França (champagne)",15.85,67711,,4686
RiegerFrança (champagne),15.85,53065,,2469
Charbonnier GilbertFrança (champagne),15.85,69267,,1592
De MéricFrança (champagne),15.83,30440,,1748
ThiebaudSuïssa,15.83,51085,,4457
"Duvat, AlbericFrança (champagne)",15.81,61646,,3501
"Etienne, Jean - MarieFrança (champagne)",15.8,35857,,3959
LhuillierFrança (champagne),15.79,16496,,2170
"Bertrand, Paul-MarieFrança (champagne)",15.79,71989,,3734
Desperta Ferro,15.79,67330,,8606
Dupuis - MauroisFrança (champagne),15.78,53794,,1819
Bliard - MorisetFrança (champagne),15.78,102684,,3786
TormenaItàlia,15.77,75099,,4269
Jorez - LejeuneFrança (champagne),15.77,38708,,3642
DespretFrança (champagne),15.76,4730,,1774
Chatillon Sur MarneFrança (champagne),15.75,25654,,3910
FranconeItàlia,15.74,8985,,2911
De Pra GiuseppeItàlia,15.73,14970,,2876
"Godart, Vve.França (champagne)",15.71,103054,,5219
La Selva TenutaItàlia,15.68,19128,,2972
San GregorioItàlia,15.68,4254,,3126
Domaine des MalidoresFrança (mousseux),15.67,180944,,7829
Couvent FilsFrança (champagne),15.65,23495,,1682
Cazé - ThibautFrança (champagne),15.64,179644,,7888
"Bouchard, J.C.França (champagne)",15.63,37089,,1507
47,15.63,225168,,6639
